372.57,488.85,342.97,529.21,2,2 
788.6,127.21,744.91,159.25,8,8 
1784.8,858.31,1726.5,893.26,8,8 
1735.3,226.24,1735.3,240.8,9,9 
182.74,572.86,109.92,532.08,17,17 
1544.5,481.64,1705.4,524.73,19,19 
1540.1,205.85,1545.9,261.19,21,21 
1010.2,791.87,972.9,783.26,43,43 
1752.7,954.43,1714.9,922.39,52,52 
254.18,287.05,170.77,305.89,53,53 
610.92,971.91,549.75,974.82,57,57 
1464.4,1455.4,1505.1,1435,60,60 
1572.1,1321.4,1595.4,1274.8,77,77 
1085.7,1650.6,1053.7,1665.1,83,83 
1748.5,136.94,1705.4,171.41,94,94 
1266.3,170.9,1269.2,220.41,110,110 
1674.1,1516.6,1633.3,1499.1,111,111 
1624.6,1490.4,1682.8,1531.2,111,111 
1572.1,1580.7,1525.5,1560.3,121,121 
1263.2,155.21,1290.1,203.64,122,122 
517.71,599.07,491.5,639.85,194,194 
1548.8,753.45,1496.4,768.02,202,202 
1782.9,96.729,1737,93.856,230,230 
1563.4,1263.2,1525.5,1216.6,249,249 
1334.2,1052.1,1344,1054.1,280,280 
258.06,961.96,226.7,1009,283,283 
577.57,705.18,614.81,654.22,284,284 
575.61,734.58,859.83,699.3,292,292 
1747.8,454.28,1720.3,477.8,292,292 
1671.3,1487.3,1712.5,1465.7,298,298 
1751.7,1828.4,1771.3,1789.2,310,310 
671.66,1356,630.49,1320.7,311,311 
1591,748.3,1641.9,726.74,312,312 
1677.2,1318.7,1675.3,1373.6,317,317 
1465.5,375.87,1502.8,342.55,325,325 
1685.1,1307,1651.7,1346.2,328,328 
1555.7,1387.3,1549.8,1346.2,328,328 
1659.6,787.51,1694.9,828.67,328,328 
1667.4,787.51,1690.9,826.71,328,328 
1663.5,791.43,1694.9,826.71,328,328 
671.66,1356,671.66,1363.8,328,328 
1659.6,1279.5,1643.9,1334.4,333,333 
73.999,1791.9,132.25,1762.7,341,341 
1565.5,248.46,1583.1,248.46,342,342 
1485.1,356.27,1447.9,320.99,343,343 
1487.1,366.07,1445.9,317.07,343,343 
1485.1,366.07,1438.1,320.99,343,343 
1487.1,340.59,1483.2,375.87,343,343 
655.98,1379.5,620.69,1346.2,355,355 
1624.7,1273.5,1619.1,1238.2,385,385 
1057.8,567.97,1369.5,511.12,404,404 
659.9,1746,624.61,1795,409,409 
967.64,1761.7,948.04,1749.9,413,413 
1640,1114.9,1591,1146.2,415,415 
1449.8,348.43,932.3,618.98,415,415 
1787,638.53,1736,662.06,417,417 
636.38,1524.5,687.34,1499,420,420 
1783.1,1397.1,1640,1749.9,431,431 
1616.5,1028.6,1591,1007,431,431 
1634.1,809.07,1690.9,826.71,437,437 
1497.3,346.86,1457.7,327.08,442,442 
1503.3,352.8,1449.8,338.95,457,457 
632.67,1553.8,660.37,1524.1,458,458 
1477.5,1435.1,1534.9,1403.4,469,469 
680.15,1700.2,630.69,1726,470,470 
624.61,1553.9,673.62,1534.3,481,481 
1755.6,828.67,1636.1,803.19,488,488 
1714.5,826.71,1720.3,818.87,488,488 
381.55,307.27,385.47,307.27,489,489 
1565.5,387.63,1504.7,371.95,509,509 
1643.9,867.87,1471.4,860.03,519,519 
1632.1,934.52,1602.7,911,522,522 
951.96,473.88,577.57,626.77,526,526 
1677.2,383.71,1641.9,424.88,529,529 
1028.4,936.48,861.79,728.7,543,543 
220.61,829.18,174,820.45,5,26
677.91,596.16,628.4,575.77,26,39
718.69,135.94,744.91,162.16,4,8
194.39,1033.1,139.05,1030.2,8,181
211.87,1723.4,159.44,1738,3,12
211.87,1705.9,159.44,1717.6,12,26
875.98,1638.9,896.37,1691.4,3,4
1414.8,1726.3,1420.7,1682.6,6,11
363.33,1033.1,340.03,1070.9,13,44
389.78,1021.7,335.2,1033.2,44,65
401.2,992.3,366.25,1033.1,65,98
756.56,176.72,788.6,200.02,8,10
803.16,1280.7,750.73,1280.7,8,10
808.99,1277.8,762.38,1254.4,10,12
811.9,1248.6,771.12,1263.2,12,74
1791.6,921.14,1757.1,918.26,44,52
1813.9,910.74,1761.5,890.35,52,92
1799.3,925.31,1752.7,907.83,92,118
1811,902,1767.3,896.18,118,157
354.6,858.31,307.99,887.44,112,222
363.33,858.31,340.03,907.83,222,225
357.51,864.14,305.08,887.44,225,288
363.76,861.22,308.05,877.93,288,0
536.28,1725.4,521.91,1777.1,43,72
514.8,1720.5,511.89,1764.2,72,84
1097.4,750.54,1088.6,797.14,12,13
951.71,383.53,908.02,409.74,54,58
944.17,375.36,892.47,409.83,58,74
972.1,371.88,937.15,389.36,74,87
849.77,1306.9,899.29,1292.3,13,14
852.68,1289.4,867.24,1321.4,14,19
860.87,1271.6,843.63,1317.5,19,21
1429.6,1300.3,1386.5,1265.8,19,26
1423.6,1274.8,1423.6,1318.5,26,31
1446.9,1298.1,1411.9,1318.5,31,39
742,223.33,701.22,202.94,26,34
730.34,992.3,675,1001,41,76
995.41,529.17,951.71,526.26,57,99
1015.8,517.52,966.28,523.34,99,201
1030.4,494.21,975.02,514.6,201,236
1659.4,188.65,1596.2,197.27,39,78
1647.9,171.41,1630.7,211.63,78,143
1024.5,625.29,980.84,657.33,59,99
1021.6,634.03,980.84,631.12,99,119
733.26,552.47,686.65,569.95,78,84
753.65,578.69,704.13,561.21,84,118
782.77,596.16,718.69,564.12,118,137
1524.4,1265.8,1484.2,1254.3,43,54
958.53,766.02,975.77,789,44,54
937.15,750.54,916.76,730.15,74,80
1350.8,1175.8,1368.2,1135,56,58
1366.4,1194,1372.2,1145.2,58,64
1359.5,1210.8,1350.8,1175.8,64,65
255.56,1068,203.13,1082.6,65,70
1586.7,1306.9,1543,1283.6,56,77
1601.3,1321.4,1566.3,1292.3,77,143
232.26,1775.8,191.48,1787.5,65,69
208.96,1758.4,179.83,1796.2,69,138
1700.3,517.52,1717.8,491.3,64,74
1607.1,1519.5,1601.3,1464.2,59,84
1589.6,1534.1,1601.3,1487.5,84,93
1748.5,162.8,1705.4,142.69,78,89
584.71,899.09,549.75,931.13,65,70
610.92,884.53,570.14,904.92,70,74
916.76,371.88,870.16,403.92,74,78
352.44,122.58,381.16,154.18,78,140
331.29,118.47,360.42,167.98,140,184
1717.8,642.77,1709,581.6,86,115
1369.3,878.05,1386.5,834.96,78,80
1001.2,762.19,951.71,744.71,87,98
1027.4,759.28,975.02,770.93,98,147
1042,730.15,1010,759.28,147,169
1071.1,724.32,1024.5,756.36,169,186
599.27,782.58,575.97,811.71,84,87
794.43,1365.1,782.77,1309.8,98,107
771.12,1382.6,800.25,1338.9,107,112
1158.5,1586.5,1208,1577.8,86,93
500.24,1711.8,506.06,1778.7,140,246
1050.7,695.2,995.41,692.28,99,124
989.58,689.37,948.8,668.98,99,131
887.63,741.8,928.41,738.89,103,107
1362.4,1298.1,1417.8,1309.8,99,154
1044.9,1586.5,1004.1,1615.6,96,101
1039.1,1592.3,1007.1,1621.5,101,117
1117.7,1548.6,1158.5,1571.9,96,113
989.58,1630.2,942.98,1659.3,96,101
1645,1516.6,1604.2,1519.5,107,111
838.12,634.03,774.04,616.55,99,115
1790.6,1743.8,1746.9,1720.5,101,115
